Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, LAD, NL, 10, 14, 13, 2, 4, 0, 0, 0, 1, 0, 4, 0, 0, 0, .308, .308, .308, .615, 14, 4, 10, 1, 0, .444, 0, 0, 1, 47, 3.357, .286, .000, .---, .000, .000, 0
2020, LAD, NL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0
2 Seasons, 11, 14, 13, 2, 4, 0, 0, 0, 1, 0, 4, 0, 0, 0, .308, .308, .308, .615, 14, 4, 10, 1, 0, .444, 0, 0, 1, 47, 3.357, .286, .000, .---, .000, .000, 0
