Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2010, ARI, NL, 9, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, .000, .000, .000, .000, 4, 0, 2, 0, 0, .000, 0, 0, 0, 19, 4.750, .750, .000, .---, .000, .000, 0
2020, BAL, AL, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0
2 Seasons, 10, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, .000, .000, .000, .000, 4, 0, 2, 0, 0, .000, 0, 0, 0, 19, 4.750, .750, .000, .---, .000, .000, 0
