2020, BAL, AL, 4, 5, 5, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, .200, .200, .200, .400, 
1 Season, 4, 5, 5, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, .200, .200, .200, .400, 
2020, BAL, AL, 5, 1, 1, 0, 0, .250, 0, 0, 1, 24, 4.800, .200, .000, .---, .000, .000, 0, 
5, 1, 1, 0, 0, .250, 0, 0, 1, 24, 4.800, .200, .000, .---, .000, .000, 0, 
