2010, ARI, NL, 9, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, .000, .000, .000, .000, 
2020, BAL, AL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
2 Seasons, 10, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, .000, .000, .000, .000, 
2010, ARI, NL, 4, 0, 2, 0, 0, .000, 0, 0, 0, 19, 4.750, .750, .000, .---, .000, .000, 0, 
2020, BAL, AL, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
4, 0, 2, 0, 0, .000, 0, 0, 0, 19, 4.750, .750, .000, .---, .000, .000, 0, 
