Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, OAK, AL, 9, 15, 15, 0, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, .133, .133, .133, .267, 2, 10, 0, 0, .167, 0, 0, 4, 66, 4.400, .200, .000, .---, .000, .000, 0
2017, OAK, AL, 8, 16, 15, 1, 3, 0, 0, 1, 3, 1, 8, 0, 0, 0, .200, .250, .400, .650, 6, 6, 0, 0, .333, 1, 0, 2, 75, 4.688, .500, .063, .125, .200, .200, 0
2018, 2 Teams, 73, 261, 236, 28, 61, 14, 0, 8, 22, 19, 62, 0, 0, 4, .258, .322, .419, .741, 91, 0, 2, .315, 22, 4, 31, 1037, 3.973, .238, .031, .306, .161, .161, 0
2018, TEX, AL, 13, 41, 36, 2, 6, 1, 0, 1, 2, 3, 12, 0, 0, 1, .167, .244, .278, .522, 10, 14, 0, 1, .208, 2, 0, 5, 155, 3.780, .293, .024, .250, .111, .111, 0
2018, BAL, AL, 60, 220, 200, 26, 55, 13, 0, 7, 20, 16, 50, 0, 0, 3, .275, .336, .445, .781, 89, 77, 0, 1, .333, 20, 4, 26, 882, 4.009, .227, .032, .320, .170, .170, 0
2019, BAL, AL, 151, 599, 541, 72, 132, 24, 0, 31, 90, 44, 143, 1, 1, 10, .244, .311, .460, .771, 249, 234, 0, 4, .272, 55, 9, 85, 2464, 4.114, .239, .052, .308, .216, .216, 0
2020, BAL, AL, 41, 175, 159, 25, 40, 8, 0, 10, 24, 12, 55, 0, 0, 3, .252, .314, .491, .805, 78, 71, 0, 1, .316, 18, 2, 17, 721, 4.120, .314, .057, .218, .239, .239, 0
5 Seasons, 282, 1066, 966, 126, 238, 46, 0, 50, 140, 76, 271, 1, 1, 17, .246, .311, .449, .760, 1066, 434, 412, 0, 7, .288, 96, 15, 139, 4363, 4.093, .254, .047, .280, .203, .203, 0
