Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2014, NYM, NL, 18, 66, 59, 6, 13, 0, 1, 3, 11, 7, 17, 0, 0, 0, .220, .303, .407, .710, 24, 38, 0, 0, .256, 4, 3, 14, 251, 3.803, .258, .045, .412, .186, .186, 0
2015, NYM, NL, 31, 103, 90, 7, 19, 3, 1, 3, 6, 11, 23, 2, 0, 2, .211, .311, .367, .677, 33, 34, 0, 0, .250, 7, 2, 14, 418, 4.058, .223, .029, .478, .156, .156, 0
2018, CIN, NL, 53, 97, 87, 11, 16, 5, 0, 5, 11, 8, 39, 0, 0, 2, .184, .268, .414, .682, 36, 39, 0, 0, .256, 10, 0, 8, 417, 4.299, .402, .052, .205, .230, .230, 1
2020, BAL, AL, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, .000, .167, .000, .167, 0, 4, 0, 0, .000, 0, 0, 0, 34, 5.667, .667, .000, .---, .000, .000, 0
4 Seasons, 105, 272, 241, 24, 48, 8, 2, 11, 28, 26, 83, 2, 0, 5, .199, .290, .386, .676, 272, 93, 115, 0, 0, .252, 21, 5, 36, 1120, 4.118, .305, .040, .313, .187, .187, 1
