Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, TB, AL, 13, 12, 10, 3, 3, 1, 0, 0, 0, 1, 3, 1, 0, 1, .300, .417, .400, .817, 12, 4, 2, 0, 0, .429, 1, 0, 0, 48, 4.000, .250, .000, .333, .100, .100, 0
2019, 2 Teams, 15, 24, 23, 3, 2, 2, 0, 0, 0, 1, 13, 1, 0, 0, .087, .125, .174, .299, 4, 15, 0, 0, .200, 111
2019, CLE, AL, 5, 12, 11, 1, 1, 1, 0, 0, 0, 1, 7, 1, 0, 0, .091, .167, .182, .348, 12, 2, 6, 0, 0, .250, 1, 0, 0, 50, 4.167, .583, .000, .143, .091, .091, 0
2019, TB, AL, 10, 12, 12, 2, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, .083, .083, .167, .250, 12, 2, 9, 0, 0, .167, 1, 0, 0, 61, 5.083, .500, .000, .---, .083, .083, 0
2020, BAL, AL, 35, 65, 56, 8, 10, 1, 1, 0, 3, 6, 18, 4, 2, 0, .179, .258, .232, .490, 65, 13, 33, 3, 0, .263, 2, 2, 12, 263, 4.046, .277, .000, .333, .054, .054, 0
3 Seasons, 63, 101, 89, 14, 15, 4, 1, 0, 3, 8, 34, 6, 2, 1, .169, .245, .236, .481, 101, 21, 50, 3, 0, .273, 5, 2, 12, 422, 4.178, .337, .000, .235, .067, .067, 0
