Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, BAL, AL, 10, 22, 18, 3, 6, 2, 0, 2, 4, 3, 7, 0, 0, 1, .333, .455, .778, 1.232, 14, 6, 0, 0, .444, 4, 0, 5, 96, 4.364, .318, .091, .429, .444, .444, 0
2018, BAL, AL, 63, 184, 160, 13, 29, 8, 0, 2, 16, 13, 66, 1, 0, 11, .181, .288, .269, .557, 43, 61, 0, 0, .293, 10, 2, 11, 728, 3.957, .359, .011, .197, .087, .087, 0
2019, BAL, AL, 59, 198, 167, 29, 35, 7, 0, 8, 20, 22, 61, 0, 1, 9, .210, .333, .395, .728, 66, 70, 0, 0, .276, 15, 5, 22, 853, 4.308, .308, .040, .361, .186, .186, 0
2020, BAL, AL, 28, 92, 74, 10, 17, 4, 0, 4, 9, 14, 32, 0, 0, 4, .230, .380, .446, .826, 33, 39, 0, 0, .342, 8, 1, 9, 422, 4.587, .348, .043, .438, .216, .216, 0
4 Seasons, 160, 496, 419, 55, 87, 21, 0, 16, 49, 52, 166, 1, 1, 25, .208, .331, .372, .703, 496, 156, 176, 0, 0, .300, 37, 8, 47, 2099, 4.232, .335, .032, .313, .165, .165, 0
