Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, BAL, AL, 13, 31, 30, 1, 8, 3, 0, 0, 2, 0, 8, 0, 0, 0, .267, .258, .367, .625, 11, 16, 0, 1, .348, 3, 0, 5, 120, 3.871, .258, .000, .---, .100, .100, 0
2018, BAL, AL, 33, 108, 101, 8, 20, 5, 1, 1, 6, 6, 21, 1, 0, 1, .198, .250, .297, .547, 30, 44, 0, 0, .241, 7, 1, 16, 432, 4.000, .194, .009, .286, .099, .099, 0
2019, BAL, AL, 93, 405, 380, 46, 99, 20, 1, 20, 59, 19, 86, 1, 2, 2, .261, .297, .476, .773, 181, 166, 1, 3, .285, 41, 1, 64, 1659, 4.096, .212, .049, .221, .216, .216, 0
2020, BAL, AL, 37, 165, 153, 24, 40, 13, 1, 11, 32, 10, 25, 0, 1, 2, .261, .315, .575, .890, 88, 70, 0, 0, .248, 25, 2, 27, 589, 3.570, .152, .067, .400, .314, .314, 0
4 Seasons, 176, 709, 664, 79, 167, 41, 3, 32, 99, 35, 140, 2, 3, 5, .252, .292, .467, .759, 709, 310, 296, 1, 4, .272, 76, 4, 112, 2800, 3.949, .197, .045, .250, .215, .215, 0
