2013, TB, AL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .---, .---, .---, .000, 
2014, TB, AL, 108, 364, 331, 35, 87, 16, 8, 10, 35, 23, 71, 5, 4, 3, .263, .315, .450, .765, 
2015, TB, AL, 151, 535, 505, 62, 133, 25, 12, 10, 40, 24, 95, 18, 5, 2, .263, .298, .420, .718, 
2016, TB, AL, 105, 414, 366, 55, 90, 20, 2, 12, 37, 40, 74, 21, 3, 7, .246, .331, .410, .741, 
2017, TB, AL, 98, 421, 380, 56, 105, 15, 3, 15, 39, 31, 99, 16, 7, 5, .276, .338, .450, .788, 
2018, TB, AL, 88, 367, 332, 44, 72, 12, 9, 7, 29, 25, 91, 10, 5, 6, .217, .282, .370, .653, 
2019, TB, AL, 129, 480, 447, 60, 102, 20, 7, 14, 55, 26, 104, 19, 5, 5, .228, .278, .398, .676, 
2020, TB, AL, 24, 82, 72, 7, 17, 3, 2, 0, 10, 10, 23, 4, 1, 0, .236, .329, .333, .663, 
8 Seasons, 704, 2663, 2433, 319, 606, 111, 43, 68, 245, 179, 557, 93, 30, 28, .249, .307, .414, .721, 
2013, TB, AL, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
2014, TB, AL, 364, 149, 149, 5, 2, .306, 34, 3, 58, 1295, 3.558, .195, .027, .324, .187, .187, 0, 
2015, TB, AL, 535, 212, 174, 2, 2, .306, 47, 7, 70, 1954, 3.652, .178, .019, .253, .156, .156, 1, 
2016, TB, AL, 414, 150, 146, 0, 1, .278, 34, 5, 63, 1611, 3.891, .179, .029, .541, .164, .164, 1, 
2017, TB, AL, 421, 171, 145, 4, 1, .337, 33, 3, 55, 1666, 3.957, .235, .036, .313, .174, .174, 0, 
2018, TB, AL, 367, 123, 144, 2, 2, .275, 28, 4, 42, 1357, 3.698, .248, .019, .275, .154, .154, 1, 
2019, TB, AL, 480, 178, 187, 1, 1, .267, 41, 8, 74, 1784, 3.717, .217, .029, .250, .170, .170, 1, 
2020, TB, AL, 82, 24, 34, 0, 0, .347, 5, 2, 9, 336, 4.098, .280, .000, .435, .097, .097, 2, 
2663, 1007, 979, 14, 9, .296, 222, 32, 371, 10003, 3.756, .209, .026, .321, .165, .165, 6, 
