Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, LAA, AL, 54, 129, 112, 9, 19, 4, 0, 5, 12, 16, 27, 2, 4, 0, .170, .271, .339, .611, 38, 52, 0, 1, .173, 9, 2, 12, 528, 4.093, .209, .039, .593, .170, .170, 0
2017, NYY, AL, 6, 18, 15, 2, 4, 1, 0, 2, 5, 2, 5, 0, 0, 0, .267, .333, .733, 1.067, 11, 7, 0, 1, .222, 3, 1, 4, 80, 4.444, .278, .111, .400, .467, .467, 0
2018, 2 Teams, 61, 221, 190, 25, 50, 14, 1, 10, 32, 26, 55, 2, 0, 3, .263, .357, .505, .863, 86, 0, 2, .315, 25, 1, 18, 917, 4.149, .249, .045, .473, .242, .242, 1
2018, MIL, NL, 12, 32, 30, 4, 7, 2, 0, 2, 5, 2, 14, 0, 0, 0, .233, .281, .500, .781, 15, 9, 0, 0, .357, 4, 1, 1, 130, 4.063, .438, .063, .143, .267, .267, 0
2018, TB, AL, 49, 189, 160, 21, 43, 12, 1, 8, 27, 24, 41, 2, 0, 3, .269, .370, .506, .877, 81, 77, 0, 2, .310, 21, 0, 17, 787, 4.164, .217, .042, .585, .237, .237, 1
2019, TB, AL, 127, 487, 410, 54, 107, 20, 2, 19, 63, 64, 108, 2, 3, 6, .261, .363, .459, .822, 188, 176, 0, 7, .303, 41, 7, 64, 2020, 4.148, .222, .039, .593, .198, .198, 2
2020, TB, AL, 41, 143, 121, 15, 27, 12, 0, 3, 16, 19, 36, 0, 0, 0, .223, .322, .397, .718, 48, 59, 0, 3, .282, 15, 1, 18, 588, 4.112, .252, .021, .528, .174, .174, 0
5 Seasons, 289, 998, 848, 105, 207, 51, 3, 39, 128, 127, 231, 6, 7, 9, .244, .344, .449, .793, 998, 381, 380, 0, 14, .284, 93, 12, 116, 4133, 4.141, .231, .039, .550, .205, .205, 3
