Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, TB, AL, 50, 169, 152, 24, 40, 8, 0, 7, 19, 13, 50, 0, 0, 2, .263, .325, .454, .779, 69, 79, 0, 2, .340, 15, 4, 30, 701, 4.148, .296, .041, .260, .191, .191, 1
2020, TB, AL, 7, 21, 18, 3, 4, 1, 0, 2, 4, 3, 7, 0, 0, 0, .222, .333, .611, .944, 11, 7, 0, 0, .222, 3, 0, 5, 87, 4.143, .333, .095, .429, .389, .389, 0
2 Seasons, 57, 190, 170, 27, 44, 9, 0, 9, 23, 16, 57, 0, 0, 2, .259, .326, .471, .797, 190, 80, 86, 0, 2, .330, 18, 4, 35, 788, 4.147, .300, .047, .281, .212, .212, 1
