Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, SD, NL, 11, 36, 35, 8, 13, 3, 0, 4, 14, 1, 5, 0, 0, 0, .371, .389, .800, 1.189, 36, 28, 18, 0, 0, .346, 7, 1, 6, 129, 3.583, .139, .111, .200, .429, .429, 0
2017, SD, NL, 122, 479, 445, 51, 103, 25, 1, 26, 58, 27, 140, 3, 0, 6, .231, .284, .467, .751, 479, 208, 200, 0, 1, .275, 52, 4, 66, 1856, 3.875, .292, .054, .193, .236, .236, 1
2018, SD, NL, 117, 441, 403, 53, 100, 23, 1, 26, 68, 30, 109, 2, 1, 3, .248, .302, .504, .805, 441, 203, 154, 0, 5, .271, 50, 9, 66, 1715, 3.889, .247, .059, .275, .256, .256, 1
2019, SD, NL, 140, 494, 440, 64, 95, 19, 1, 33, 64, 46, 154, 5, 0, 2, .216, .289, .489, .778, 494, 215, 181, 0, 6, .239, 53, 6, 47, 2023, 4.095, .312, .067, .299, .273, .273, 1
2020, TB, AL, 34, 111, 100, 15, 16, 5, 0, 7, 20, 9, 27, 2, 0, 1, .160, .234, .420, .654, 111, 42, 42, 0, 1, .134, 12, 3, 14, 453, 4.081, .243, .063, .333, .260, .260, 0
5 Seasons, 424, 1561, 1423, 191, 327, 75, 3, 96, 224, 113, 435, 12, 1, 12, .230, .290, .489, .779, 1561, 696, 595, 0, 13, .255, 174, 23, 199, 6176, 3.956, .279, .061, .260, .259, .259, 3
