Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, CIN, NL, 28, 48, 42, 4, 8, 2, 1, 2, 3, 4, 17, 0, 0, 2, .190, .292, .429, .720, 18, 21, 0, 0, .261, 5, 0, 4, 201, 4.188, .354, .042, .235, .238, .238, 0
2020, TB, AL, 2, 5, 5, 2, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, .400, .400, .600, 1.000, 3, 2, 0, 0, .500, 1, 0, 0, 29, 5.800, .200, .000, .---, .200, .200, 0
2 Seasons, 30, 53, 47, 6, 10, 3, 1, 2, 3, 4, 18, 1, 0, 2, .213, .302, .447, .749, 53, 21, 23, 0, 0, .296, 6, 0, 4, 230, 4.340, .340, .038, .222, .234, .234, 0
