Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, STL, NL, 19, 23, 20, 4, 6, 1, 0, 1, 2, 2, 4, 2, 1, 1, .300, .391, .500, .891, 23, 10, 8, 0, 0, .333, 2, 0, 4, 98, 4.261, .174, .043, .500, .200, .200, 0
2020, TB, AL, 9, 26, 22, 6, 8, 0, 0, 4, 5, 3, 5, 1, 0, 1, .364, .462, .909, 1.371, 26, 20, 7, 0, 0, .308, 4, 0, 1, 106, 4.077, .192, .154, .600, .545, .545, 0
2 Seasons, 28, 49, 42, 10, 14, 1, 0, 5, 7, 5, 9, 3, 1, 2, .333, .429, .714, 1.143, 49, 30, 15, 0, 0, .321, 6, 0, 5, 204, 4.163, .184, .102, .556, .381, .381, 0
