Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, COL, NL, 27, 87, 77, 13, 21, 4, 2, 7, 13, 9, 23, 2, 0, 1, .273, .356, .649, 1.006, 50, 22, 0, 0, .298, 13, 1, 7, 383, 4.402, .264, .080, .391, .377, .377, 1
2020, COL, NL, 29, 92, 84, 11, 20, 1, 1, 6, 10, 8, 33, 3, 0, 0, .238, .304, .488, .792, 41, 31, 0, 0, .311, 8, 0, 9, 392, 4.261, .359, .065, .242, .250, .250, 0
2 Seasons, 56, 179, 161, 24, 41, 5, 3, 13, 23, 17, 56, 5, 0, 1, .255, .330, .565, .895, 179, 91, 53, 0, 0, .304, 21, 1, 16, 775, 4.330, .313, .073, .304, .311, .311, 1
