Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, PHI, NL, 4, 9, 9, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, .111, .111, .222, .333, 9, 2, 4, 0, 0, .143, 1, 1, 2, 29, 3.222, .222, .000, .---, .111, .111, 0
2020, BOS, AL, 1, 4, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, .333, .500, .333, .833, 4, 1, 3, 0, 0, .500, 0, 0, 0, 20, 5.000, .250, .000, 1.000, .000, .000, 0
2 Seasons, 5, 13, 12, 0, 2, 1, 0, 0, 2, 1, 3, 0, 0, 0, .167, .231, .250, .481, 13, 3, 7, 0, 0, .222, 1, 1, 2, 49, 3.769, .231, .000, .333, .083, .083, 0
