Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, NYY, AL, 13, 45, 43, 3, 14, 5, 1, 0, 6, 1, 12, 0, 0, 0, .326, .333, .488, .822, 45, 21, 20, 0, 1, .438, 6, 0, 5, 184, 4.089, .267, .000, .083, .163, .163, 0
2018, MIA, NL, 14, 38, 33, 2, 7, 1, 0, 0, 2, 4, 12, 0, 0, 1, .212, .316, .242, .558, 38, 8, 21, 0, 0, .333, 1, 1, 4, 162, 4.263, .316, .000, .333, .030, .030, 0
2019, MIA, NL, 107, 421, 381, 52, 107, 16, 1, 15, 50, 33, 110, 0, 0, 5, .281, .344, .446, .791, 421, 170, 142, 0, 2, .357, 32, 10, 51, 1707, 4.055, .261, .036, .300, .165, .165, 0
2020, MIA, NL, 16, 64, 59, 9, 17, 5, 0, 3, 11, 4, 10, 0, 0, 1, .288, .344, .525, .869, 64, 31, 26, 0, 0, .304, 8, 3, 14, 262, 4.094, .156, .047, .400, .237, .237, 0
4 Seasons, 149, 565, 513, 66, 143, 27, 2, 18, 69, 42, 144, 0, 0, 7, .279, .340, .444, .784, 565, 228, 209, 0, 3, .353, 47, 14, 72, 2298, 4.067, .255, .032, .292, .166, .166, 0
