Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, MIA, NL, 9, 28, 25, 4, 4, 0, 1, 1, 2, 2, 9, 2, 1, 1, .160, .250, .360, .610, 28, 9, 18, 0, 0, .200, 2, 0, 2, 110, 3.929, .321, .036, .222, .200, .200, 0
1 Season, 9, 28, 25, 4, 4, 0, 1, 1, 2, 2, 9, 2, 1, 1, .160, .250, .360, .610, 28, 9, 18, 0, 0, .200, 2, 0, 2, 110, 3.929, .321, .036, .222, .200, .200, 0
