2020, WSH, NL, 8, 28, 27, 6, 10, 1, 0, 1, 4, 1, 7, 0, 1, 0, .370, .393, .519, .911, 
1 Season, 7, 25, 24, 3, 7, 1, 0, 1, 4, 1, 7, 0, 0, 0, .292, .320, .458, .778, 
2020, WSH, NL, 28, 14, 7, 0, 0, .474, 2, 0, 6, 106, 3.786, .250, .036, .143, .148, .148, 0, 
25, 11, 7, 0, 0, .375, 2, 0, 5, 95, 3.800, .280, .040, .143, .167, .167, 0, 
