Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, WSH, NL, 37, 66, 57, 5, 9, 2, 0, 0, 1, 7, 20, 1, 0, 0, .158, .250, .193, .443, 11, 27, 2, 0, .243, 2, 0, 4, 251, 3.803, .303, .000, .350, .035, .035, 0
2018, WSH, NL, 57, 86, 75, 9, 19, 2, 0, 1, 13, 6, 23, 1, 1, 1, .253, .306, .320, .626, 24, 27, 1, 3, .333, 3, 0, 13, 345, 4.012, .267, .012, .261, .067, .067, 0
2019, WSH, NL, 30, 37, 30, 4, 11, 1, 1, 0, 0, 6, 11, 0, 1, 1, .367, .486, .467, .953, 14, 7, 0, 0, .579, 2, 1, 4, 184, 4.973, .297, .000, .545, .100, .100, 0
2020, WSH, NL, 3, 6, 5, 1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, .000, .167, .000, .167, 0, 4, 0, 0, .000, 0, 0, 1, 27, 4.500, .500, .000, .333, .000, .000, 0
4 Seasons, 127, 195, 167, 19, 39, 5, 1, 1, 14, 20, 57, 3, 2, 2, .234, .318, .293, .611, 195, 49, 65, 3, 3, .339, 7, 1, 22, 807, 4.138, .292, .005, .351, .060, .060, 0
