Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2014, LAA, AL, 79, 253, 242, 28, 62, 12, 1, 11, 37, 10, 61, 0, 0, 1, .256, .289, .450, .739, 109, 109, 0, 0, .300, 24, 10, 32, 969, 3.830, .241, .043, .164, .194, .194, 0
2015, LAA, AL, 113, 404, 378, 37, 99, 17, 1, 16, 51, 17, 82, 3, 1, 5, .262, .300, .439, .739, 166, 143, 0, 3, .293, 34, 9, 58, 1534, 3.797, .203, .040, .207, .177, .177, 0
2016, LAA, AL, 116, 445, 407, 51, 113, 25, 2, 16, 69, 24, 75, 2, 3, 7, .278, .325, .467, .792, 190, 172, 0, 5, .302, 43, 9, 68, 1652, 3.712, .169, .036, .320, .189, .189, 1
2017, LAA, AL, 100, 373, 339, 39, 84, 14, 1, 16, 56, 22, 96, 3, 2, 7, .248, .305, .437, .741, 148, 156, 0, 3, .296, 31, 5, 54, 1405, 3.767, .257, .043, .229, .189, .189, 0
2018, TB, AL, 140, 560, 501, 68, 127, 28, 1, 30, 74, 37, 145, 1, 2, 17, .253, .323, .493, .816, 247, 226, 0, 5, .293, 59, 11, 76, 2172, 3.879, .259, .054, .255, .240, .240, 0
2019, MIN, AL, 125, 499, 458, 51, 116, 24, 0, 25, 78, 29, 107, 0, 0, 10, .253, .311, .469, .780, 215, 190, 0, 2, .277, 49, 13, 72, 1937, 3.882, .214, .050, .271, .216, .216, 0
2020, DET, AL, 13, 52, 42, 9, 8, 3, 0, 4, 8, 9, 16, 0, 0, 1, .190, .346, .548, .894, 23, 15, 0, 0, .182, 7, 2, 6, 215, 4.135, .308, .077, .563, .357, .357, 0
7 Seasons, 686, 2586, 2367, 283, 609, 123, 6, 118, 373, 148, 582, 9, 8, 48, .257, .312, .464, .776, 2586, 1098, 1011, 0, 18, .291, 247, 59, 366, 9884, 3.822, .225, .046, .254, .207, .207, 1
