Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, DET, AL, 5, 11, 10, 2, 2, 0, 1, 1, 1, 1, 2, 0, 0, 0, .200, .273, .700, .973, 11, 7, 6, 0, 0, .143, 2, 0, 1, 35, 3.182, .182, .091, .500, .500, .500, 0
1 Season, 5, 11, 10, 2, 2, 0, 1, 1, 1, 1, 2, 0, 0, 0, .200, .273, .700, .973, 11, 7, 6, 0, 0, .143, 2, 0, 1, 35, 3.182, .182, .091, .500, .500, .500, 0
