Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, DET, AL, 30, 116, 96, 9, 21, 6, 0, 0, 12, 17, 32, 0, 1, 0, .219, .328, .281, .609, 27, 46, 0, 3, .313, 6, 0, 12, 462, 3.983, .276, .000, .531, .063, .063, 0
2019, DET, AL, 58, 224, 208, 18, 42, 5, 1, 5, 19, 13, 70, 0, 0, 1, .202, .251, .308, .559, 64, 91, 1, 1, .276, 11, 5, 17, 865, 3.862, .313, .022, .186, .106, .106, 0
2020, DET, AL, 17, 52, 48, 8, 6, 2, 0, 3, 8, 3, 20, 0, 0, 1, .125, .192, .354, .546, 17, 20, 0, 0, .120, 5, 2, 5, 207, 3.981, .385, .058, .150, .229, .229, 0
3 Seasons, 105, 392, 352, 35, 69, 13, 1, 8, 39, 33, 122, 0, 1, 2, .196, .266, .307, .573, 392, 108, 157, 1, 4, .270, 22, 7, 34, 1534, 3.913, .311, .020, .270, .111, .111, 0
