Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, DET, AL, 21, 63, 58, 3, 9, 1, 0, 1, 6, 5, 16, 0, 0, 0, .155, .222, .224, .446, 13, 21, 0, 0, .195, 2, 0, 6, 266, 4.222, .254, .016, .313, .069, .069, 0
1 Season, 21, 63, 58, 3, 9, 1, 0, 1, 6, 5, 16, 0, 0, 0, .155, .222, .224, .446, 63, 13, 21, 0, 0, .195, 2, 0, 6, 266, 4.222, .254, .016, .313, .069, .069, 0
