2018, DET, AL, 27, 101, 94, 10, 20, 4, 1, 1, 8, 7, 20, 0, 0, 0, .213, .267, .309, .576, 101, 29, 37, 0, 0, .260, 6, 2, 16, 361, 3.574, .198, .010, .350, .096, .096, 0, 
2019, DET, AL, 77, 288, 273, 28, 67, 11, 4, 6, 26, 8, 59, 0, 0, 3, .245, .271, .381, .652, 288, 104, 115, 0, 4, .288, 21, 8, 33, 1013, 3.517, .205, .021, .136, .136, .136, 0, 
2020, DET, AL, 9, 11, 10, 3, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, .200, .273, .200, .473, 11, 2, 3, 0, 0, .222, 0, 1, 2, 46, 4.182, .091, .000, 1.000, .000, .000, 0, 
3 Seasons, 113, 400, 377, 41, 89, 15, 5, 7, 35, 16, 80, 0, 0, 3, .236, .270, .358, .628, 400, 135, 155, 0, 4, .279, 27, 11, 51, 1420, 3.550, .200, .018, .200, .122, .122, 0, 
