2019, 2 Teams, 30, 111, 106, 12, 29, 5, 0, 4, 9, 5, 20, 3, 1, 0, .274, .306, .434, .740, 
2019, SF, NL, 28, 109, 104, 12, 29, 5, 0, 4, 9, 5, 19, 3, 1, 0, .279, .312, .442, .754, 
2019, MIL, NL, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 
2020, SF, NL, 32, 98, 87, 13, 24, 2, 0, 1, 9, 6, 22, 2, 2, 1, .276, .323, .333, .656, 
2 Seasons, 62, 209, 193, 25, 53, 7, 0, 5, 18, 11, 42, 5, 3, 1, .275, .314, .389, .703, 
2019, 2 Teams, 111, 46, 36, 0, 0, .305, 418, 
2019, SF, NL, 109, 46, 35, 0, 0, .309, 9, 3, 15, 407, 3.734, .174, .037, .263, .163, .163, 0, 
2019, MIL, NL, 2, 0, 1, 0, 0, .000, 0, 0, 0, 11, 5.500, .500, .000, .---, .000, .000, 0, 
2020, SF, NL, 98, 29, 43, 1, 2, .348, 3, 3, 19, 361, 3.684, .224, .010, .273, .057, .057, 0, 
209, 75, 79, 1, 2, .324, 12, 6, 34, 779, 3.727, .201, .024, .262, .114, .114, 0, 
