Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SF, NL, 4, 10, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, .000, .000, .000, .000, 10, 0, 0, 0, 0, .000, 0, 0, 0, 39, 3.900, .500, .000, .---, .000, .000, 0
1 Season, 4, 10, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, .000, .000, .000, .000, 10, 0, 0, 0, 0, .000, 0, 0, 0, 39, 3.900, .500, .000, .---, .000, .000, 0
