Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, SF, NL, 41, 152, 141, 20, 36, 11, 1, 2, 17, 10, 44, 5, 1, 0, .255, .303, .390, .693, 55, 62, 0, 1, .354, 14, 0, 11, 640, 4.211, .289, .013, .227, .135, .135, 0
2019, SF, NL, 73, 281, 261, 26, 61, 12, 2, 4, 28, 16, 78, 1, 4, 1, .234, .278, .341, .619, 89, 78, 0, 3, .313, 18, 1, 23, 1132, 4.028, .278, .014, .205, .107, .107, 0
2020, SF, NL, 16, 29, 28, 3, 3, 2, 0, 0, 2, 0, 10, 0, 0, 1, .107, .138, .179, .316, 5, 18, 0, 0, .167, 2, 1, 5, 110, 3.793, .345, .000, .---, .071, .071, 0
3 Seasons, 130, 462, 430, 49, 100, 25, 3, 6, 47, 26, 132, 6, 5, 2, .233, .277, .347, .624, 462, 149, 158, 0, 4, .318, 34, 2, 39, 1882, 4.074, .286, .013, .197, .114, .114, 0
