Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2012, MIA, NL, 93, 316, 285, 29, 84, 11, 3, 2, 28, 21, 58, 7, 0, 2, .295, .342, .375, .717, 316, 107, 109, 3, 5, .357, 16, 5, 45, 1240, 3.924, .184, .006, .362, .081, .081, 1
2013, MIA, NL, 102, 395, 361, 33, 90, 13, 1, 3, 34, 23, 57, 3, 1, 7, .249, .305, .316, .621, 395, 114, 133, 2, 2, .287, 17, 11, 64, 1462, 3.701, .144, .008, .404, .066, .066, 0
2014, MIA, NL, 111, 340, 310, 26, 78, 11, 1, 3, 28, 19, 61, 1, 2, 3, .252, .300, .323, .623, 340, 100, 112, 7, 1, .304, 15, 5, 59, 1285, 3.779, .179, .009, .311, .071, .071, 0
2015, MIA, NL, 55, 94, 90, 6, 17, 3, 1, 0, 7, 1, 18, 0, 0, 2, .189, .215, .244, .459, 94, 22, 40, 1, 0, .236, 4, 4, 16, 348, 3.702, .191, .000, .056, .056, .056, 0
2016, NYY, AL, 9, 23, 22, 5, 5, 2, 0, 1, 2, 1, 3, 0, 0, 0, .227, .261, .455, .715, 23, 10, 8, 0, 0, .222, 3, 0, 4, 88, 3.826, .130, .043, .333, .227, .227, 0
2019, SF, NL, 81, 228, 215, 27, 71, 13, 1, 4, 23, 10, 49, 0, 1, 1, .330, .360, .456, .816, 228, 98, 67, 0, 2, .409, 18, 4, 28, 903, 3.961, .215, .018, .204, .126, .126, 1
2020, SF, NL, 40, 156, 145, 21, 51, 15, 1, 3, 27, 9, 28, 0, 0, 1, .352, .391, .531, .922, 156, 77, 59, 0, 1, .417, 19, 1, 29, 565, 3.622, .179, .019, .321, .179, .179, 1
7 Seasons, 491, 1552, 1428, 147, 396, 68, 8, 16, 149, 84, 274, 11, 4, 16, .277, .322, .370, .692, 1552, 528, 528, 13, 11, .331, 92, 30, 245, 5891, 3.796, .177, .010, .307, .092, .092, 3
