Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2011, KC, AL, 4, 15, 14, 2, 3, 2, 0, 0, 0, 1, 2, 0, 0, 0, .214, .267, .357, .624, 5, 7, 0, 0, .250, 2, 1, 3, 56, 3.733, .133, .000, .500, .143, .143, 0
2012, KC, AL, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 2, 0, 0, .000, 0, 0, 0, 4, 2.000, .000, .000, .---, .000, .000, 0
2016, MIL, NL, 33, 81, 71, 4, 18, 4, 0, 2, 12, 10, 15, 0, 1, 0, .254, .346, .394, .740, 28, 42, 0, 0, .296, 6, 2, 9, 321, 3.963, .185, .025, .667, .141, .141, 0
2017, MIL, NL, 107, 359, 330, 45, 92, 21, 0, 9, 43, 20, 79, 2, 0, 5, .279, .327, .424, .751, 140, 121, 1, 3, .339, 30, 8, 48, 1425, 3.969, .220, .025, .253, .145, .145, 0
2018, MIL, NL, 98, 337, 306, 39, 77, 13, 2, 9, 28, 21, 62, 2, 0, 5, .252, .307, .395, .702, 121, 130, 1, 4, .285, 24, 13, 50, 1315, 3.902, .184, .027, .339, .144, .144, 0
2019, MIL, NL, 76, 179, 158, 10, 36, 8, 0, 7, 25, 16, 50, 0, 0, 4, .228, .313, .411, .724, 65, 93, 0, 1, .284, 15, 1, 21, 747, 4.173, .279, .039, .320, .184, .184, 0
2020, MIL, NL, 15, 45, 39, 4, 9, 1, 0, 2, 5, 3, 11, 0, 0, 3, .231, .333, .410, .744, 16, 12, 0, 0, .269, 3, 0, 4, 180, 4.000, .244, .044, .273, .179, .179, 0
7 Seasons, 334, 1018, 920, 104, 235, 49, 2, 29, 113, 71, 219, 4, 1, 17, .255, .318, .408, .726, 1018, 375, 407, 2, 8, .303, 80, 25, 135, 4048, 3.976, .215, .028, .324, .152, .152, 0
