Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, MIL, NL, 84, 348, 314, 51, 95, 23, 2, 19, 49, 25, 107, 9, 3, 8, .303, .368, .570, .938, 348, 179, 143, 0, 1, .402, 44, 6, 41, 1380, 3.966, .307, .055, .234, .268, .268, 1
2020, MIL, NL, 42, 183, 161, 25, 36, 4, 0, 11, 25, 11, 61, 3, 2, 10, .224, .311, .453, .765, 183, 73, 67, 0, 1, .278, 15, 5, 23, 726, 3.967, .333, .060, .180, .230, .230, 0
2 Seasons, 125, 527, 471, 76, 131, 27, 2, 30, 74, 36, 165, 12, 5, 18, .278, .351, .535, .886, 527, 252, 207, 0, 2, .363, 59, 11, 63, 2089, 3.964, .313, .057, .218, .257, .257, 1
