Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, PHI, NL, 147, 484, 452, 55, 102, 23, 2, 8, 35, 24, 126, 10, 3, 3, .226, .267, .338, .605, 153, 191, 0, 5, .291, 33, 2, 67, 1964, 4.058, .260, .017, .190, .113, .113, 1
2019, PHI, NL, 126, 500, 458, 64, 118, 34, 4, 19, 55, 34, 147, 15, 4, 5, .258, .315, .474, .788, 217, 185, 1, 2, .337, 57, 3, 58, 1973, 3.946, .294, .038, .231, .216, .216, 0
2020, PHI, NL, 22, 76, 71, 5, 9, 1, 0, 1, 4, 4, 18, 0, 0, 1, .127, .184, .183, .367, 13, 32, 0, 0, .154, 2, 0, 10, 296, 3.895, .237, .013, .222, .056, .056, 1
3 Seasons, 295, 1060, 981, 124, 229, 58, 6, 28, 94, 62, 291, 25, 7, 9, .233, .283, .390, .674, 1060, 383, 408, 1, 7, .300, 92, 5, 135, 4233, 3.993, .275, .026, .213, .157, .157, 2
