Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2015, LAD, NL, 8, 8, 6, 1, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, .333, .429, .500, .929, 8, 3, 2, 1, 0, .400, 1, 0, 1, 25, 3.125, .125, .000, 1.000, .167, .167, 0
2016, NYY, AL, 72, 168, 155, 20, 40, 7, 4, 1, 12, 10, 20, 2, 1, 1, .258, .305, .374, .680, 168, 58, 64, 1, 1, .289, 12, 4, 20, 563, 3.351, .119, .006, .500, .116, .116, 0
2017, NYY, AL, 108, 336, 315, 35, 92, 15, 1, 3, 36, 11, 43, 2, 0, 1, .292, .314, .375, .689, 336, 118, 137, 5, 4, .326, 19, 9, 62, 1075, 3.199, .128, .009, .256, .083, .083, 1
2018, NYY, AL, 41, 102, 100, 9, 28, 7, 1, 0, 7, 2, 16, 0, 0, 0, .280, .294, .370, .664, 102, 37, 52, 0, 0, .333, 8, 3, 21, 363, 3.559, .157, .000, .125, .090, .090, 0
2019, MIN, AL, 7, 17, 16, 3, 3, 0, 0, 0, 1, 0, 3, 1, 0, 1, .188, .235, .188, .423, 17, 3, 6, 0, 0, .231, 0, 0, 2, 49, 2.882, .176, .000, .---, .000, .000, 1
2020, PHI, NL, 2, 3, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, .333, .333, .667, 1.000, 3, 2, 1, 0, 0, .333, 1, 0, 0, 9, 3.000, .000, .000, .---, .333, .333, 0
6 Seasons, 237, 632, 593, 68, 165, 30, 6, 4, 57, 24, 83, 5, 1, 3, .278, .307, .369, .677, 632, 219, 261, 7, 5, .315, 40, 16, 106, 2078, 3.288, .131, .006, .289, .091, .091, 2
