Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, PHI, NL, 50, 212, 170, 37, 44, 7, 0, 18, 48, 37, 46, 2, 0, 3, .259, .396, .618, 1.014, 212, 105, 78, 0, 2, .241, 25, 2, 29, 985, 4.646, .217, .085, .804, .359, .359, 0
2018, PHI, NL, 153, 660, 558, 89, 137, 38, 0, 34, 96, 87, 150, 5, 3, 9, .246, .354, .496, .850, 660, 277, 242, 0, 5, .272, 72, 7, 71, 2919, 4.423, .227, .052, .580, .251, .251, 0
2019, PHI, NL, 160, 705, 570, 86, 129, 33, 5, 29, 85, 116, 173, 2, 2, 11, .226, .364, .454, .818, 705, 259, 262, 0, 6, .267, 67, 10, 79, 3223, 4.572, .245, .041, .671, .228, .228, 0
2020, PHI, NL, 40, 179, 145, 34, 37, 9, 0, 10, 26, 29, 42, 1, 0, 5, .255, .397, .524, .921, 179, 76, 61, 0, 0, .290, 19, 4, 27, 749, 4.184, .235, .056, .690, .269, .269, 0
4 Seasons, 402, 1752, 1439, 246, 347, 87, 5, 91, 254, 269, 410, 10, 5, 28, .241, .368, .498, .866, 1752, 717, 641, 0, 13, .269, 183, 23, 205, 7860, 4.486, .234, .052, .656, .257, .257, 0
