Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, SD, NL, 34, 71, 65, 4, 14, 4, 0, 0, 3, 6, 21, 0, 0, 0, .215, .282, .277, .559, 71, 18, 37, 0, 0, .318, 4, 2, 6, 254, 3.577, .296, .000, .286, .062, .062, 0
2020, OAK, AL, 14, 32, 31, 1, 6, 1, 0, 1, 3, 1, 14, 0, 0, 0, .194, .219, .323, .541, 32, 10, 15, 0, 0, .313, 2, 0, 3, 128, 4.000, .438, .031, .071, .129, .129, 0
2 Seasons, 48, 103, 96, 5, 20, 5, 0, 1, 6, 7, 35, 0, 0, 0, .208, .262, .292, .554, 103, 28, 52, 0, 0, .317, 6, 2, 9, 382, 3.709, .340, .010, .200, .083, .083, 0
