Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, OAK, AL, 22, 55, 51, 4, 12, 4, 0, 1, 4, 3, 14, 0, 0, 0, .235, .273, .373, .645, 19, 17, 0, 1, .297, 5, 1, 5, 208, 3.782, .255, .018, .214, .137, .137, 0
2017, OAK, AL, 87, 309, 282, 36, 67, 15, 1, 15, 42, 18, 92, 2, 1, 5, .238, .292, .457, .750, 129, 142, 0, 3, .292, 31, 7, 38, 1173, 3.796, .298, .049, .196, .220, .220, 0
2018, OAK, AL, 110, 333, 298, 43, 77, 12, 1, 13, 27, 27, 88, 0, 2, 6, .258, .332, .436, .769, 130, 135, 2, 0, .325, 26, 4, 35, 1204, 3.616, .264, .039, .307, .178, .178, 0
2019, OAK, AL, 124, 370, 341, 45, 82, 21, 0, 13, 47, 20, 88, 0, 1, 5, .240, .290, .416, .706, 142, 173, 1, 3, .284, 34, 11, 65, 1325, 3.581, .238, .035, .227, .176, .176, 1
2020, OAK, AL, 22, 56, 52, 8, 12, 3, 0, 2, 7, 4, 11, 0, 0, 0, .231, .286, .404, .690, 21, 29, 0, 0, .256, 5, 3, 10, 203, 3.625, .196, .036, .364, .173, .173, 0
5 Seasons, 365, 1123, 1024, 136, 250, 55, 2, 44, 127, 72, 293, 2, 4, 16, .244, .302, .431, .733, 1123, 441, 496, 3, 7, .297, 101, 26, 153, 4113, 3.663, .261, .039, .246, .187, .187, 1
