Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2015, STL, NL, 63, 256, 233, 29, 71, 15, 4, 7, 39, 20, 56, 2, 1, 1, .305, .359, .494, .853, 115, 94, 0, 2, .372, 26, 7, 40, 985, 3.848, .219, .027, .357, .189, .189, 0
2016, STL, NL, 153, 649, 582, 86, 159, 35, 3, 22, 85, 51, 133, 7, 5, 12, .273, .343, .457, .800, 266, 220, 1, 2, .319, 60, 14, 85, 2481, 3.823, .205, .034, .383, .184, .184, 0
2017, STL, NL, 107, 401, 341, 40, 80, 16, 1, 9, 39, 52, 87, 3, 6, 5, .235, .342, .367, .708, 125, 157, 0, 3, .286, 26, 11, 49, 1617, 4.032, .217, .022, .598, .132, .132, 0
2018, OAK, AL, 151, 605, 546, 78, 146, 41, 0, 27, 88, 42, 114, 2, 0, 12, .267, .331, .491, .821, 268, 232, 0, 5, .290, 68, 21, 101, 2167, 3.582, .188, .045, .368, .223, .223, 1
2019, OAK, AL, 93, 393, 357, 46, 89, 17, 1, 13, 44, 29, 84, 2, 0, 3, .249, .309, .412, .720, 147, 155, 1, 3, .289, 31, 13, 59, 1492, 3.796, .214, .033, .345, .162, .162, 1
2020, OAK, AL, 34, 131, 121, 15, 32, 6, 0, 5, 28, 7, 38, 3, 0, 1, .264, .308, .438, .746, 53, 48, 1, 1, .342, 11, 4, 23, 448, 3.420, .290, .038, .184, .174, .174, 1
6 Seasons, 601, 2435, 2180, 294, 577, 130, 9, 83, 323, 201, 512, 19, 12, 34, .265, .334, .447, .781, 2435, 974, 906, 3, 16, .309, 222, 70, 357, 9190, 3.774, .210, .034, .393, .182, .182, 3
