Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, OAK, AL, 5, 16, 14, 3, 3, 0, 0, 0, 2, 2, 1, 0, 0, 0, .214, .313, .214, .527, 16, 3, 6, 0, 0, .231, 0, 0, 5, 50, 3.125, .063, .000, 2.000, .000, .000, 0
1 Season, 5, 16, 14, 3, 3, 0, 0, 0, 2, 2, 1, 0, 0, 0, .214, .313, .214, .527, 16, 3, 6, 0, 0, .231, 0, 0, 5, 50, 3.125, .063, .000, 2.000, .000, .000, 0
