2019, OAK, AL, 26, 83, 75, 11, 22, 8, 2, 0, 13, 7, 23, 1, 0, 1, .293, .361, .453, .815, 
2020, OAK, AL, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
2 Seasons, 29, 86, 78, 11, 22, 8, 2, 0, 13, 7, 23, 1, 0, 1, .282, .349, .436, .785, 
2019, OAK, AL, 83, 34, 48, 0, 0, .423, 10, 2, 14, 333, 4.012, .277, .000, .304, .160, .160, 0, 
2020, OAK, AL, 3, 0, 1, 0, 0, .000, 0, 0, 0, 14, 4.667, .000, .000, .---, .000, .000, 0, 
86, 34, 49, 0, 0, .400, 10, 2, 14, 347, 4.035, .267, .000, .304, .154, .154, 0, 
