Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, NYY, AL, 123, 484, 431, 54, 117, 16, 1, 24, 77, 42, 122, 6, 2, 5, .271, .340, .480, .820, 207, 182, 1, 5, .321, 41, 8, 68, 1951, 4.031, .252, .050, .344, .209, .209, 2
2019, NYY, AL, 144, 604, 546, 96, 152, 26, 0, 38, 90, 48, 129, 5, 2, 3, .278, .337, .535, .871, 292, 219, 1, 6, .296, 64, 10, 92, 2393, 3.962, .214, .063, .372, .256, .256, 1
2020, NYY, AL, 31, 116, 99, 12, 25, 6, 0, 2, 11, 16, 21, 0, 0, 1, .253, .362, .374, .736, 37, 48, 0, 0, .303, 8, 3, 14, 486, 4.190, .181, .017, .762, .121, .121, 0
3 Seasons, 297, 1201, 1073, 161, 292, 48, 1, 64, 177, 106, 272, 11, 4, 9, .272, .339, .498, .837, 1201, 534, 447, 2, 11, .305, 113, 20, 172, 4816, 4.010, .226, .053, .390, .226, .226, 3
