Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, NYY, AL, 39, 142, 134, 16, 31, 9, 4, 4, 17, 7, 43, 1, 0, 0, .231, .268, .448, .715, 60, 61, 0, 1, .307, 17, 2, 21, 565, 3.979, .303, .028, .163, .216, .216, 1
2018, NYY, AL, 15, 41, 34, 9, 9, 3, 0, 0, 1, 5, 13, 0, 0, 2, .265, .390, .353, .743, 12, 20, 0, 0, .429, 3, 3, 5, 170, 4.146, .317, .000, .385, .088, .088, 0
2019, NYY, AL, 69, 246, 225, 31, 60, 14, 0, 12, 38, 16, 70, 1, 2, 2, .267, .317, .489, .806, 110, 89, 0, 3, .329, 26, 2, 35, 976, 3.967, .285, .049, .229, .222, .222, 0
2020, NYY, AL, 26, 103, 86, 13, 23, 5, 0, 5, 18, 16, 30, 2, 0, 1, .267, .388, .500, .888, 43, 38, 0, 0, .353, 10, 2, 12, 455, 4.417, .291, .049, .533, .233, .233, 1
4 Seasons, 149, 532, 479, 69, 123, 31, 4, 21, 74, 44, 156, 4, 2, 5, .257, .323, .470, .793, 532, 225, 208, 0, 4, .333, 56, 9, 73, 2166, 4.071, .293, .039, .282, .213, .213, 2
