Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, PIT, NL, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 4, 0, 1, 0, 0, .000, 0, 0, 0, 22, 5.500, .250, .000, .---, .000, .000, 0
1 Season, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 4, 0, 1, 0, 0, .000, 0, 0, 0, 22, 5.500, .250, .000, .---, .000, .000, 0
