Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, PIT, NL, 134, 546, 491, 83, 154, 37, 4, 16, 68, 46, 121, 3, 2, 6, .314, .377, .503, .880, 247, 178, 0, 3, .387, 57, 9, 82, 2168, 3.971, .222, .029, .380, .189, .189, 1
2020, PIT, NL, 38, 147, 130, 18, 23, 5, 2, 3, 12, 16, 40, 1, 0, 1, .177, .272, .315, .588, 41, 59, 0, 0, .230, 10, 1, 18, 608, 4.136, .272, .020, .400, .138, .138, 0
2 Seasons, 171, 689, 618, 100, 177, 42, 6, 19, 80, 62, 160, 4, 2, 6, .286, .356, .466, .822, 689, 288, 234, 0, 3, .357, 67, 10, 100, 2760, 4.006, .232, .028, .388, .180, .180, 1
