Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, PIT, NL, 56, 159, 147, 16, 31, 10, 3, 2, 13, 10, 40, 0, 0, 1, .211, .266, .361, .626, 159, 53, 70, 1, 0, .276, 15, 2, 20, 622, 3.912, .252, .013, .250, .150, .150, 0
2020, PIT, NL, 33, 104, 98, 17, 23, 3, 0, 1, 8, 4, 28, 1, 0, 0, .235, .262, .296, .558, 104, 29, 47, 1, 1, .314, 4, 2, 16, 379, 3.644, .269, .010, .143, .061, .061, 0
2 Seasons, 88, 260, 242, 33, 54, 13, 3, 3, 21, 14, 65, 1, 0, 1, .223, .267, .339, .606, 260, 82, 113, 2, 1, .291, 19, 4, 36, 990, 3.808, .250, .012, .215, .116, .116, 0
