Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, PIT, NL, 20, 40, 36, 5, 9, 2, 0, 0, 2, 4, 10, 2, 0, 0, .250, .325, .306, .631, 40, 11, 11, 0, 0, .346, 2, 0, 4, 173, 4.325, .250, .000, .400, .056, .056, 0
2020, PIT, NL, 4, 8, 6, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, .000, .250, .000, .250, 8, 0, 2, 0, 0, .000, 0, 0, 1, 38, 4.750, .250, .000, 1.000, .000, .000, 0
2 Seasons, 24, 48, 42, 7, 9, 2, 0, 0, 2, 6, 12, 2, 0, 0, .214, .313, .262, .574, 48, 11, 13, 0, 0, .300, 2, 0, 5, 211, 4.396, .250, .000, .500, .048, .048, 0
