2019, CLE, AL, 28, 84, 73, 8, 13, 2, 1, 1, 6, 11, 22, 0, 0, 0, .178, .286, .274, .560, 84, 20, 41, 0, 0, .240, 4, 4, 10, 336, 4.000, .262, .012, .500, .096, .096, 0, 
2020, CLE, AL, 8, 11, 9, 1, 2, 0, 0, 0, 1, 2, 4, 0, 0, 0, .222, .364, .222, .586, 11, 2, 6, 0, 0, .400, 0, 2, 2, 52, 4.727, .364, .000, .500, .000, .000, 0, 
2 Seasons, 36, 95, 82, 9, 15, 2, 1, 1, 7, 13, 26, 0, 0, 0, .183, .295, .268, .563, 95, 22, 47, 0, 0, .255, 4, 6, 12, 388, 4.084, .274, .011, .500, .085, .085, 0, 
