Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, CLE, AL, 5, 13, 12, 0, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, .083, .154, .083, .237, 1, 1, 0, 0, .143, 0, 0, 1, 49, 3.769, .385, .000, .200, .000, .000, 0
1 Season, 5, 13, 12, 0, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, .083, .154, .083, .237, 13, 1, 1, 0, 0, .143, 0, 0, 1, 49, 3.769, .385, .000, .200, .000, .000, 0
