Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, SF, NL, 34, 135, 125, 9, 24, 5, 0, 3, 14, 8, 32, 1, 2, 1, .192, .244, .304, .548, 38, 42, 0, 1, .231, 8, 4, 18, 533, 3.948, .237, .022, .250, .112, .112, 0
2018, TB, AL, 20, 59, 53, 5, 14, 2, 1, 1, 6, 6, 16, 0, 0, 0, .264, .339, .396, .735, 21, 14, 0, 0, .361, 4, 0, 4, 228, 3.864, .271, .017, .375, .132, .132, 0
2019, TB, AL, 16, 57, 50, 8, 11, 2, 0, 2, 7, 5, 18, 0, 0, 1, .220, .304, .380, .684, 19, 21, 1, 0, .300, 4, 0, 5, 231, 4.053, .316, .035, .278, .160, .160, 0
2020, 2 Teams, 4, 11, 11, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, .273, .273, .273, .546, 5, 0, 0, .333, 35
2020, BOS, AL, 3, 11, 11, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, .273, .273, .273, .546, 3, 5, 0, 0, .333, 0, 1, 1, 35, 3.182, .182, .000, .---, .000, .000, 0
2020, CLE, AL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0
4 Seasons, 74, 262, 239, 23, 52, 9, 1, 6, 27, 19, 68, 1, 2, 2, .218, .280, .339, .619, 262, 81, 82, 1, 1, .277, 16, 5, 28, 1027, 3.920, .260, .023, .279, .121, .121, 0
