2015, CLE, AL, 99, 438, 390, 50, 122, 22, 4, 12, 51, 27, 69, 12, 2, 1, .313, .353, .482, .835, 
2016, CLE, AL, 158, 684, 604, 99, 182, 30, 3, 15, 78, 57, 88, 19, 5, 5, .301, .358, .435, .794, 
2017, CLE, AL, 159, 723, 651, 99, 178, 44, 4, 33, 89, 60, 93, 15, 3, 4, .273, .337, .505, .842, 
2018, CLE, AL, 158, 745, 661, 129, 183, 42, 2, 38, 92, 70, 107, 25, 10, 8, .277, .352, .519, .871, 
2019, CLE, AL, 143, 654, 598, 101, 170, 40, 2, 32, 74, 46, 98, 22, 5, 3, .284, .335, .518, .854, 
2020, CLE, AL, 28, 122, 112, 13, 28, 6, 0, 4, 13, 6, 23, 0, 1, 4, .250, .311, .411, .722, 
6 Seasons, 744, 3364, 3015, 491, 863, 184, 15, 134, 397, 266, 478, 93, 26, 24, .286, .345, .491, .836, 
2015, CLE, AL, 438, 188, 142, 13, 7, .348, 38, 12, 73, 1578, 3.603, .158, .027, .391, .169, .169, 0, 
2016, CLE, AL, 684, 263, 258, 3, 15, .324, 48, 18, 115, 2552, 3.731, .129, .022, .648, .134, .134, 1, 
2017, CLE, AL, 723, 329, 229, 5, 3, .275, 81, 11, 86, 2727, 3.772, .129, .046, .645, .232, .232, 1, 
2018, CLE, AL, 745, 343, 191, 3, 3, .279, 82, 5, 72, 2920, 3.919, .144, .051, .654, .242, .242, 1, 
2019, CLE, AL, 654, 310, 184, 1, 6, .291, 74, 13, 68, 2426, 3.709, .150, .049, .469, .234, .234, 0, 
2020, CLE, AL, 122, 46, 58, 0, 0, .282, 10, 7, 18, 496, 4.066, .189, .033, .261, .161, .161, 0, 
3364, 1479, 1062, 25, 34, .299, 333, 66, 432, 12690, 3.772, .142, .040, .556, .204, .204, 3, 
