Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, SD, NL, 87, 285, 261, 36, 73, 9, 0, 16, 31, 24, 80, 0, 0, 0, .280, .340, .498, .838, 130, 97, 0, 0, .345, 25, 5, 20, 1160, 4.070, .281, .056, .300, .218, .218, 1
2019, 2 Teams, 150, 548, 494, 69, 123, 19, 0, 37, 81, 47, 156, 0, 0, 0, .249, .310, .512, .822, 202, 0, 7, .279, 2119
2019, CLE, AL, 51, 194, 173, 26, 41, 10, 0, 10, 35, 18, 63, 0, 0, 0, .237, .304, .468, .772, 81, 79, 0, 3, .301, 20, 3, 18, 786, 4.052, .325, .052, .286, .231, .231, 0
2019, SD, NL, 99, 354, 321, 43, 82, 9, 0, 27, 46, 29, 93, 0, 0, 0, .255, .314, .536, .849, 172, 123, 0, 4, .268, 36, 12, 40, 1333, 3.766, .263, .076, .312, .280, .280, 0
2020, CLE, AL, 43, 175, 157, 25, 48, 8, 0, 8, 25, 16, 46, 0, 0, 1, .306, .371, .510, .881, 80, 64, 0, 1, .385, 16, 4, 29, 697, 3.983, .263, .046, .348, .204, .204, 0
3 Seasons, 280, 1008, 912, 130, 244, 36, 0, 61, 137, 87, 282, 0, 0, 1, .268, .329, .508, .837, 1008, 463, 363, 0, 8, .317, 97, 24, 107, 3976, 3.944, .280, .061, .309, .240, .240, 1
