Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, OAK, AL, 7, 6, 5, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, .200, .333, .400, .733, 6, 2, 3, 0, 0, .333, 1, 0, 0, 25, 4.167, .333, .000, .500, .200, .200, 0
2019, 2 Teams, 11, 30, 25, 3, 4, 0, 0, 2, 2, 4, 7, 0, 0, 1, .160, .300, .400, .700, 10, 11, 0, 0, .125, 134
2019, OAK, AL, 10, 28, 23, 3, 4, 0, 0, 2, 2, 4, 6, 0, 0, 1, .174, .321, .435, .756, 28, 10, 11, 0, 0, .133, 2, 0, 3, 125, 4.464, .214, .071, .667, .261, .261, 0
2019, TOR, AL, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 2, 0, 0, 0, 0, .000, 0, 0, 0, 9, 4.500, .500, .000, .---, .000, .000, 0
2020, CLE, AL, 7, 24, 21, 1, 1, 0, 0, 0, 2, 2, 9, 0, 0, 0, .048, .130, .048, .178, 24, 1, 8, 1, 0, .083, 0, 0, 3, 103, 4.292, .375, .000, .222, .000, .000, 0
3 Seasons, 25, 60, 51, 4, 6, 1, 0, 2, 4, 7, 18, 0, 0, 1, .118, .237, .255, .492, 60, 13, 22, 1, 0, .129, 3, 0, 6, 262, 4.367, .300, .033, .389, .137, .137, 0
